LINE_NUMBER,ZONE_NUMBER,TIME_RANGE,DIRECTION,SCHEDULED_RUN_TIME,TOTAL_OPERATING_COST,FARE_COLLECTED,FAREBOX_RECOVERY,DATE_STORED,PCNAME,SIGN_ON_DATE,OPERATING_COST_PER_HOUR,RECOVERY_PROCESSING_ID,AGGREGATE_ID,COUNTY,TYPE
553,7,4 - PM Peak,Outbound,58,124.48,29.19,23.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4738.00,Cumberland,Commuter
553,7,5 - Evening,Inbound,81,173.85,54.81,32.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4739.00,Cumberland,Commuter
553,7,5 - Evening,Outbound,44,94.43,21.84,23.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4740.00,Cumberland,Commuter
553,8,1 - Early AM,Inbound,119,255.41,33.77,13.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4741.00,Cumberland,Commuter
553,8,1 - Early AM,Outbound,42,90.14,28.86,32.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4742.00,Cumberland,Commuter
553,8,2 - AM Peak,Inbound,182,390.62,118.48,30.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4743.00,Cumberland,Commuter
553,8,2 - AM Peak,Outbound,47,100.87,13.19,13.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4744.00,Cumberland,Commuter
553,8,3 - Mid Day,Inbound,414,888.57,266.96,30.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4745.00,Cumberland,Commuter
553,8,3 - Mid Day,Outbound,148,317.65,92.52,29.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4746.00,Cumberland,Commuter
553,8,4 - PM Peak,Inbound,231,495.79,92.85,19.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4747.00,Cumberland,Commuter
553,8,4 - PM Peak,Outbound,47,100.87,43.64,43.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4748.00,Cumberland,Commuter
553,8,5 - Evening,Inbound,161,345.55,72.81,21.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4749.00,Cumberland,Commuter
553,8,5 - Evening,Outbound,43,92.29,24.42,26.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4750.00,Cumberland,Commuter
553,9,1 - Early AM,Inbound,29,62.24,8.85,14.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4751.00,Atlantic,Commuter
553,9,1 - Early AM,Outbound,18,38.63,8.35,22.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4752.00,Atlantic,Commuter
553,9,2 - AM Peak,Inbound,40,85.85,15.44,18.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4753.00,Atlantic,Commuter
553,9,2 - AM Peak,Outbound,20,42.92,5.87,14.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4754.00,Atlantic,Commuter
553,9,3 - Mid Day,Inbound,96,206.04,40.53,20.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4755.00,Atlantic,Commuter
553,9,3 - Mid Day,Outbound,60,128.77,16.16,13.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4756.00,Atlantic,Commuter
553,9,4 - PM Peak,Inbound,56,120.19,31.07,26.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4757.00,Atlantic,Commuter
553,9,4 - PM Peak,Outbound,19,40.77,15.68,38.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4758.00,Atlantic,Commuter
553,9,5 - Evening,Inbound,37,79.41,18.58,23.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4759.00,Atlantic,Commuter
553,9,5 - Evening,Outbound,18,38.63,6.65,17.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4760.00,Atlantic,Commuter
553,10,1 - Early AM,Inbound,32,68.68,11.79,17.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4761.00,Atlantic,Commuter
553,10,1 - Early AM,Outbound,20,42.92,19.57,46.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4762.00,Atlantic,Commuter
553,10,2 - AM Peak,Inbound,41,87.99,16.96,19.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4763.00,Atlantic,Commuter
553,10,2 - AM Peak,Outbound,20,42.92,6.97,16.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4764.00,Atlantic,Commuter
553,10,3 - Mid Day,Inbound,108,231.80,44.92,19.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4765.00,Atlantic,Commuter
553,10,3 - Mid Day,Outbound,66,141.65,26.68,19.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4766.00,Atlantic,Commuter
553,10,4 - PM Peak,Inbound,60,128.77,37.35,29.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4767.00,Atlantic,Commuter
553,10,4 - PM Peak,Outbound,21,45.07,24.05,53.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4768.00,Atlantic,Commuter
553,10,5 - Evening,Inbound,40,85.85,22.67,26.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4769.00,Atlantic,Commuter
553,10,5 - Evening,Outbound,20,42.92,9.50,22.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4770.00,Atlantic,Commuter
553,11,1 - Early AM,Inbound,102,218.92,56.09,26.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4771.00,Atlantic,Commuter
553,11,1 - Early AM,Outbound,24,51.51,12.56,24.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4772.00,Atlantic,Commuter
553,11,2 - AM Peak,Inbound,157,336.97,101.71,30.00,5/17/2013 12:06:24,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4773.00,Atlantic,Commuter
553,11,2 - AM Peak,Outbound,24,51.51,15.02,29.00,5/17/2013 12:06:25,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4774.00,Atlantic,Commuter
553,11,3 - Mid Day,Inbound,396,849.94,234.25,28.00,5/17/2013 12:06:25,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4775.00,Atlantic,Commuter
553,11,3 - Mid Day,Outbound,84,180.29,78.16,43.00,5/17/2013 12:06:25,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4776.00,Atlantic,Commuter
553,11,4 - PM Peak,Inbound,227,487.21,179.07,37.00,5/17/2013 12:06:25,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4777.00,Atlantic,Commuter
553,11,4 - PM Peak,Outbound,25,53.65,28.87,54.00,5/17/2013 12:06:25,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4778.00,Atlantic,Commuter
553,11,5 - Evening,Inbound,121,259.70,102.62,40.00,5/17/2013 12:06:25,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4779.00,Atlantic,Commuter
553,11,5 - Evening,Outbound,24,51.51,17.77,35.00,5/17/2013 12:06:25,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4780.00,Atlantic,Commuter
553,12,1 - Early AM,Inbound,2,4.29,2.03,47.00,5/17/2013 12:06:25,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4781.00,Atlantic,Commuter
553,12,5 - Evening,Inbound,4,8.58,10.47,122.00,5/17/2013 12:06:25,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4782.00,Atlantic,Commuter
553,13,1 - Early AM,Inbound,10,21.46,4.98,23.00,5/17/2013 12:06:25,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4783.00,Atlantic,Commuter
553,13,5 - Evening,Inbound,20,42.92,12.08,28.00,5/17/2013 12:06:25,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4784.00,Atlantic,Commuter
553,14,1 - Early AM,Inbound,15,32.19,9.08,28.00,5/17/2013 12:06:25,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4785.00,Atlantic,Commuter
553,14,5 - Evening,Inbound,30,64.38,23.22,36.00,5/17/2013 12:06:25,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4786.00,Atlantic,Commuter
553,15,1 - Early AM,Inbound,0,0.00,71.88,0.00,5/17/2013 12:06:25,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4787.00,Atlantic,Commuter
553,15,1 - Early AM,Outbound,34,72.97,29.64,41.00,5/17/2013 12:06:25,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4788.00,Atlantic,Commuter
553,15,2 - AM Peak,Inbound,0,0.00,162.30,0.00,5/17/2013 12:06:25,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4789.00,Atlantic,Commuter
553,15,2 - AM Peak,Outbound,34,72.97,44.13,60.00,5/17/2013 12:06:25,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4790.00,Atlantic,Commuter
553,15,3 - Mid Day,Inbound,0,0.00,330.88,0.00,5/17/2013 12:06:25,NWK052120,5/8/2013 0:00:00,128.77,3337.00,4791.00,Atlantic,Commuter
99,1,4 - PM Peak,Outbound,641,1435.71,203.40,14.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,134.38,3337.00,1276.00,Essex,Local
99,1,5 - Evening,Inbound,274,613.70,148.84,24.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,134.38,3337.00,1277.00,Essex,Local
99,1,5 - Evening,Outbound,390,873.52,92.32,11.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,134.38,3337.00,1278.00,Essex,Local
99,2,1 - Early AM,Inbound,28,62.71,53.40,85.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,134.38,3337.00,1279.00,Union,Local
99,2,1 - Early AM,Outbound,12,26.87,80.12,298.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,134.38,3337.00,1280.00,Union,Local
99,2,2 - AM Peak,Inbound,119,266.53,418.62,157.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,134.38,3337.00,1281.00,Union,Local
99,2,2 - AM Peak,Outbound,124,277.73,502.58,181.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,134.38,3337.00,1282.00,Union,Local
99,2,3 - Mid Day,Inbound,155,347.16,550.33,159.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,134.38,3337.00,1283.00,Union,Local
99,2,3 - Mid Day,Outbound,126,282.21,625.57,222.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,134.38,3337.00,1284.00,Union,Local
99,2,4 - PM Peak,Inbound,77,172.46,123.15,71.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,134.38,3337.00,1285.00,Union,Local
99,2,4 - PM Peak,Outbound,77,172.46,337.00,195.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,134.38,3337.00,1286.00,Union,Local
99,2,5 - Evening,Inbound,42,94.07,39.65,42.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,134.38,3337.00,1287.00,Union,Local
99,2,5 - Evening,Outbound,56,125.42,171.25,137.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,134.38,3337.00,1288.00,Union,Local
107,1,1 - Early AM,Inbound,136,338.63,353.92,105.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1289.00,New York,Interstate
107,1,1 - Early AM,Outbound,0,0.00,0.00,0.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1290.00,New York,Interstate
107,1,2 - AM Peak,Inbound,629,1566.17,1944.73,124.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1291.00,New York,Interstate
107,1,2 - AM Peak,Outbound,0,0.00,0.00,0.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1292.00,New York,Interstate
107,1,3 - Mid Day,Inbound,537,1337.10,659.58,49.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1293.00,New York,Interstate
107,1,3 - Mid Day,Outbound,0,0.00,0.00,0.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1294.00,New York,Interstate
107,1,4 - PM Peak,Inbound,277,689.71,73.30,11.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1295.00,New York,Interstate
107,1,4 - PM Peak,Outbound,0,0.00,0.00,0.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1296.00,New York,Interstate
107,1,5 - Evening,Inbound,222,552.76,252.22,46.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1297.00,New York,Interstate
107,1,5 - Evening,Outbound,0,0.00,0.00,0.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1298.00,New York,Interstate
107,2,2 - AM Peak,Inbound,17,42.32,14.18,34.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1299.00,Hudson,Interstate
107,2,2 - AM Peak,Outbound,16,39.83,56.17,141.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1300.00,Hudson,Interstate
107,2,3 - Mid Day,Inbound,87,216.62,50.34,23.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1301.00,Hudson,Interstate
107,2,3 - Mid Day,Outbound,40,99.59,147.99,149.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1302.00,Hudson,Interstate
107,2,4 - PM Peak,Inbound,39,97.10,20.18,21.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1303.00,Hudson,Interstate
107,2,5 - Evening,Inbound,18,44.81,9.60,21.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1304.00,Hudson,Interstate
107,4,1 - Early AM,Inbound,57,141.92,54.45,38.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1305.00,Essex,Interstate
107,4,1 - Early AM,Outbound,180,448.19,198.20,44.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1306.00,Essex,Interstate
107,4,2 - AM Peak,Inbound,141,351.08,210.05,60.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1307.00,Essex,Interstate
107,4,2 - AM Peak,Outbound,273,679.75,302.27,44.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1308.00,Essex,Interstate
107,4,3 - Mid Day,Inbound,198,493.01,100.98,20.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1309.00,Essex,Interstate
107,4,3 - Mid Day,Outbound,238,592.60,330.51,56.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1310.00,Essex,Interstate
107,4,4 - PM Peak,Inbound,123,306.26,55.95,18.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1311.00,Essex,Interstate
107,4,4 - PM Peak,Outbound,215,535.33,662.05,124.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1312.00,Essex,Interstate
107,4,5 - Evening,Inbound,117,291.32,46.44,16.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1313.00,Essex,Interstate
107,4,5 - Evening,Outbound,260,647.38,515.03,80.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1314.00,Essex,Interstate
107,5,1 - Early AM,Inbound,80,199.19,152.60,77.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1315.00,Essex,Interstate
107,5,1 - Early AM,Outbound,107,266.42,75.93,29.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1316.00,Essex,Interstate
107,5,2 - AM Peak,Inbound,314,781.84,687.33,88.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1317.00,Essex,Interstate
107,5,2 - AM Peak,Outbound,202,502.97,193.49,38.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1318.00,Essex,Interstate
107,5,3 - Mid Day,Inbound,256,637.42,373.49,59.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1319.00,Essex,Interstate
107,5,3 - Mid Day,Outbound,349,868.99,563.86,65.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1320.00,Essex,Interstate
107,5,4 - PM Peak,Inbound,159,395.90,135.17,34.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1321.00,Essex,Interstate
107,5,4 - PM Peak,Outbound,575,1431.72,1328.91,93.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1322.00,Essex,Interstate
107,5,5 - Evening,Inbound,169,420.80,153.03,36.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1323.00,Essex,Interstate
107,5,5 - Evening,Outbound,349,868.99,809.00,93.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,149.39,3337.00,1324.00,Essex,Interstate
108,1,1 - Early AM,Inbound,30,81.21,46.84,58.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,162.43,3337.00,1325.00,New York,Interstate
108,1,1 - Early AM,Outbound,0,0.00,0.00,0.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,162.43,3337.00,1326.00,New York,Interstate
108,1,2 - AM Peak,Inbound,68,184.09,147.95,80.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,162.43,3337.00,1327.00,New York,Interstate
108,1,2 - AM Peak,Outbound,0,0.00,0.00,0.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,162.43,3337.00,1328.00,New York,Interstate
108,1,3 - Mid Day,Inbound,56,151.60,153.66,101.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,162.43,3337.00,1329.00,New York,Interstate
108,1,3 - Mid Day,Outbound,0,0.00,0.00,0.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,162.43,3337.00,1330.00,New York,Interstate
108,1,4 - PM Peak,Inbound,43,116.41,27.65,24.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,162.43,3337.00,1331.00,New York,Interstate
108,1,4 - PM Peak,Outbound,0,0.00,0.00,0.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,162.43,3337.00,1332.00,New York,Interstate
108,1,5 - Evening,Inbound,40,108.29,20.70,19.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,162.43,3337.00,1333.00,New York,Interstate
108,1,5 - Evening,Outbound,0,0.00,0.00,0.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,162.43,3337.00,1334.00,New York,Interstate
108,2,1 - Early AM,Inbound,17,46.02,14.03,31.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,162.43,3337.00,1335.00,Hudson,Interstate
108,2,2 - AM Peak,Inbound,14,37.90,26.91,71.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,162.43,3337.00,1336.00,Hudson,Interstate
108,2,2 - AM Peak,Outbound,40,108.29,192.91,178.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,162.43,3337.00,1337.00,Hudson,Interstate
108,2,3 - Mid Day,Inbound,128,346.53,165.05,48.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,162.43,3337.00,1338.00,Hudson,Interstate
108,2,3 - Mid Day,Outbound,60,162.43,243.26,150.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,162.43,3337.00,1339.00,Hudson,Interstate
108,2,4 - PM Peak,Inbound,57,154.31,94.90,62.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,162.43,3337.00,1340.00,Hudson,Interstate
108,2,4 - PM Peak,Outbound,10,27.07,60.18,222.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,162.43,3337.00,1341.00,Hudson,Interstate
108,2,5 - Evening,Inbound,85,230.11,99.52,43.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,162.43,3337.00,1342.00,Hudson,Interstate
108,2,5 - Evening,Outbound,60,162.43,215.60,133.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,162.43,3337.00,1343.00,Hudson,Interstate
108,4,1 - Early AM,Inbound,28,75.80,35.85,47.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,162.43,3337.00,1344.00,Essex,Interstate
108,4,1 - Early AM,Outbound,68,184.09,78.46,43.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,162.43,3337.00,1345.00,Essex,Interstate
108,4,2 - AM Peak,Inbound,52,140.77,111.39,79.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,162.43,3337.00,1346.00,Essex,Interstate
108,4,2 - AM Peak,Outbound,185,500.84,131.77,26.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,162.43,3337.00,1347.00,Essex,Interstate
108,4,3 - Mid Day,Inbound,108,292.38,220.18,75.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,162.43,3337.00,1348.00,Essex,Interstate
108,4,3 - Mid Day,Outbound,208,563.11,201.13,36.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,162.43,3337.00,1349.00,Essex,Interstate
108,4,4 - PM Peak,Inbound,46,124.53,116.20,93.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,162.43,3337.00,1350.00,Essex,Interstate
108,4,4 - PM Peak,Outbound,87,235.53,185.10,79.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,162.43,3337.00,1351.00,Essex,Interstate
108,4,5 - Evening,Inbound,70,189.50,127.35,67.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,162.43,3337.00,1352.00,Essex,Interstate
108,4,5 - Evening,Outbound,192,519.79,151.21,29.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,162.43,3337.00,1353.00,Essex,Interstate
111,1,2 - AM Peak,Outbound,0,0.00,0.00,0.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,222.64,3337.00,1354.00,New York,Interstate
111,1,3 - Mid Day,Inbound,127,471.27,641.36,136.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,222.64,3337.00,1355.00,New York,Interstate
111,1,3 - Mid Day,Outbound,0,0.00,0.00,0.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,222.64,3337.00,1356.00,New York,Interstate
111,1,4 - PM Peak,Inbound,146,541.77,855.49,158.00,5/17/2013 12:06:06,NWK052120,5/8/2013 0:00:00,222.64,3337.00,1357.00,New York,Interstate
